id_10,time,inst1,build1,create1,run1,merge_save1,inst2,create2,run2,merge_save2,cell,N,rate
42,2019-07-26T02:50:34.859957Z,24,0.684109477202098,0.310815672079722,0.20576921304067,0.0890707015991211,600,6.59473138650258,57.0934927662214,18.1441353400548,83.1221245567004,12,6.92684371305837
43,2019-07-21T19:18:20.319009Z,14,0.613666848341624,0.304483004411062,0.150254285335541,0.0526770869890849,350,4.01684957742691,33.3968890190125,10.3088706294696,48.8436904509862,7,6.9776700644266
44,2019-07-19T16:04:38.295072Z,12,0.590762809912364,0.300107296307882,0.157347377141317,0.0464385867118835,300,3.55350888967514,28.5829075217247,8.94767072200775,42.178743203481,6,7.02979053391351
45,2019-07-03T22:41:09.931789Z,30,0.721412102381388,0.296973367532094,0.230660645167033,0.109370076656342,750,8.19612323443095,71.2939160664876,22.6892145792643,103.53767007192,15,6.90251133812798
46,2019-07-12T19:26:56.308904Z,30,0.739106194178263,0.308230531215668,0.223336474100749,0.115024570624034,750,8.24340811570485,72.7298051476479,23.5445294260979,105.903440459569,15,7.06022936397129
47,2019-07-12T14:23:25.773872Z,22,0.670982909202576,0.303853058815002,0.202579879760742,0.0801510691642761,550,6.02739692529043,52.8948369820913,16.77063331604,76.9504341403643,11,6.99549401276039
48,2019-07-14T10:33:02.095539Z,28,0.696839185555776,0.306487083435059,0.214144420623779,0.104257814089457,700,7.68641866445541,66.6000386277835,20.9419459819794,96.5501317779223,14,6.89643798413731
49,2019-07-20T06:24:37.348628Z,22,0.692314922809601,0.307141661643982,0.202904450893402,0.0785315831502279,550,6.11665305693944,52.8720787127813,16.1872904260953,76.4569148143133,11,6.95062861948302
50,2019-06-27T08:09:40.160049Z,40,0.806155292193095,0.295278398195903,0.348193514347076,0.15333499511083,1000,10.8910171866417,95.5696726322174,30.0485915501912,138.112243568897,20,6.90561217844486
51,2019-08-02T10:07:51.121156Z,34,0.782049914201101,0.328564167022705,0.307713754971822,0.127060786883036,850,9.22283497254054,80.8899638652802,25.4654216766357,117.123609137535,17,6.88962406691383
52,2019-07-07T19:31:26.778113Z,38,0.807727921009064,0.307324965794881,0.325687328974406,0.144176749388377,950,10.111675786972,91.4947658101718,29.2267183661461,132.418076928457,19,6.96937246991877
53,2019-07-23T19:14:08.969623Z,6,0.53606307109197,0.293273754914602,0.148014469941457,0.0229857285817464,150,1.91271365483602,14.3026210149129,4.48968205054601,21.7053537448247,3,7.23511791494158
56,2019-07-25T14:10:39.525577Z,22,0.68745843966802,0.305793337027232,0.195990260442098,0.0791069706281026,550,6.05864350398382,52.3546893596649,16.5282486796379,76.2099305510521,11,6.9281755046411
57,2019-07-21T15:00:35.109432Z,36,0.780866877237956,0.315668960412343,0.326251983642578,0.129842027028402,900,9.77631261348724,86.9454922437668,27.0502479751905,125.324682680766,18,6.96248237115366
58,2019-06-27T19:04:22.410759Z,24,0.6746772925059,0.287456889947255,0.20479884147644,0.0860558390617371,600,6.59746584892273,57.0443157434464,18.2056355516116,83.100406006972,12,6.92503383391433
59,2019-07-15T21:01:46.998519Z,16,0.621636899312337,0.303208939234416,0.15946292479833,0.0577715277671814,400,4.45636348724365,38.0380319158236,11.8168220639229,55.4532977581024,8,6.9316622197628
60,2019-07-20T00:13:29.771527Z,26,0.71165611743927,0.307157222429911,0.208543606599172,0.095447568098704,650,7.15115384260813,62.4948926925659,19.3996965368589,90.3685475866,13,6.95142673743077
61,2019-07-18T19:56:33.769325Z,38,0.803121380011241,0.314735341072083,0.324285538991292,0.146573642889659,950,10.1930996417999,91.0788271506627,28.4555367509524,131.316179446379,19,6.91137786559891
62,2019-07-24T12:44:25.714188Z,16,0.623647828896841,0.299100422859192,0.159015842278798,0.0592609643936157,400,4.52740334669749,38.0546423594157,12.2602548042933,55.983325568835,8,6.99791569610437
63,2019-07-22T10:04:38.616374Z,24,0.687862237294515,0.312578495343526,0.204436322053274,0.0883540987968445,600,6.57278207540512,57.5863475004832,17.7650775273641,83.2174382567406,12,6.93478652139505
65,2019-07-15T10:19:34.573044Z,14,0.606347755591075,0.279207921028137,0.226755217711131,0.0609458883603414,350,6.36567753950755,35.6642913937569,21.1880038102468,64.3912295262019,7,9.1987470751717
66,2019-07-24T00:17:18.347180Z,14,0.617139661312103,0.299940574169159,0.158507919311523,0.0545795758565267,350,4.01609041690826,33.442867787679,10.2942168792089,48.8833428144455,7,6.98333468777793
67,2019-07-30T23:30:39.794159Z,10,0.581531206766764,0.304016188780467,0.150626027584076,0.038353689511617,250,2.93203628063202,23.8392274896304,7.41812593142192,35.2639168143272,5,7.05278336286545
68,2019-07-26T00:52:15.615336Z,14,0.604808743794759,0.303655127684275,0.151694329579671,0.0499027689297994,350,3.95216313203176,33.2978866616885,10.5253814339638,48.8854921976725,7,6.98364174252465
69,2019-07-17T16:32:06.952971Z,26,0.696393473943075,0.305835457642873,0.209200167655945,0.095703403155009,650,7.13080835342407,62.1140833775203,19.4916116197904,90.0436358531316,13,6.92643352716397
70,2019-08-02T19:17:55.404164Z,6,0.555702821413676,0.302959525585175,0.147770782311757,0.0218545198440552,150,1.96267312765121,14.3312019149462,4.44657515684764,21.7687378485998,3,7.25624594953325
71,2019-06-26T04:07:51.022763Z,22,0.664244814713796,0.284962848822276,0.192892404397329,0.0794410427411397,550,6.19266756772995,52.2130635301272,16.7010249495506,76.3282971580823,11,6.93893610528021
72,2019-07-07T11:43:21.390804Z,22,0.669896920522054,0.296910297870636,0.193368804454803,0.0808721462885539,550,6.04952625830968,52.2314309636752,16.8426346302032,76.3646400213242,11,6.94224000193856
73,2019-06-26T14:30:31.583562Z,10,0.550741438070933,0.277070816357931,0.148408194382985,0.0371590971946716,250,2.98727090756098,23.7460722406705,7.71268045902252,35.4594031532606,5,7.09188063065211
74,2019-07-23T10:49:19.619339Z,20,0.652219859759013,0.307045308748881,0.178987471262614,0.0778879404067993,500,5.64217422405879,47.6236396590869,14.8680583635966,69.3500128269196,10,6.93500128269196
75,2019-07-25T03:54:11.210676Z,28,0.730921300252279,0.308904409408569,0.22332892815272,0.0996562480926514,700,7.7134334286054,66.6236262838046,20.7445246656736,96.4443952639898,14,6.88888537599927
76,2019-07-13T08:59:03.208757Z,10,0.562265447775523,0.294761300086975,0.150195439656576,0.0405291279157003,250,4.08358005682627,23.878255546093,7.38519199291865,36.3947789112727,5,7.27895578225454
77,2019-07-17T20:46:27.645205Z,8,0.559035408496857,0.296672439575195,0.148546206951141,0.0323503255844116,200,2.41473455429077,18.9964575091998,5.96099160114924,28.4087880452474,4,7.10219701131185
78,2019-07-25T01:04:30.428047Z,12,0.60220905939738,0.300005980332693,0.150269238154093,0.043569278717041,300,3.42825460036596,28.7359091917674,8.97107345263163,42.2312908013662,6,7.03854846689436
79,2019-07-19T09:02:21.252555Z,18,0.657681616147359,0.2894566655159,0.182897917429606,0.0729042808214823,450,6.29014693498611,42.8145812948545,13.434929505984,63.7425982157389,9,7.08251091285988
80,2019-07-25T05:30:37.889752Z,16,0.631181887785594,0.303085207939148,0.157676327228546,0.0599218448003133,400,4.50549207131068,38.063211842378,11.7330820878347,55.4536512692769,8,6.93170640865962
81,2019-07-04T11:52:35.442899Z,30,0.707093290487925,0.29568000237147,0.222839876015981,0.107200892766317,750,8.18414868911107,71.3433838089307,22.6241833686829,103.484529928366,15,6.89896866189109
82,2019-07-06T23:20:40.094282Z,16,0.60910720427831,0.294225343068441,0.158645069599152,0.0596605738004049,400,4.47147642771403,38.4494451125463,12.5061028401057,56.5486625711123,8,7.06858282138904
83,2019-07-21T10:26:16.488296Z,18,0.646110550562541,0.304843354225159,0.166733356316884,0.0676731705665588,450,5.04629564285278,43.0224190950394,13.5844079136848,62.8384830832481,9,6.98205367591646
84,2019-07-02T21:20:30.583095Z,12,0.711933509508769,0.334846619764964,0.227561140060425,0.0721320788065592,300,6.38581556479136,36.663641055425,8.99870078961055,53.3946307579676,6,8.89910512632794
85,2019-07-24T01:41:42.952906Z,28,0.711976285775503,0.308759824434916,0.217194517453512,0.101149574915568,700,7.57240473826726,66.5693222443263,21.1168550252914,96.5976622104645,14,6.89983301503318
86,2019-07-15T01:20:22.875274Z,18,0.638893008232117,0.301107772191366,0.159556992848714,0.0664372126261393,450,4.92424365282059,42.8362226565679,13.3695723732313,62.2960336685181,9,6.92178151872423
87,2019-06-28T10:17:34.421413Z,18,0.626166832447052,0.284581553936005,0.160434858004252,0.0642091353734334,450,5.05115524133047,42.6602837602298,13.5631237030029,62.4099550843239,9,6.93443945381377
88,2019-07-23T12:47:59.684758Z,14,0.618586834271749,0.304319640000661,0.15845464070638,0.0537561575571696,350,3.94942276080449,33.3647544264793,10.6436342914899,49.0929287513097,7,7.01327553590139
89,2019-08-01T05:25:12.681291Z,14,0.612918825944265,0.306941123803457,0.157853889465332,0.0504282633463542,350,4.01540660063426,33.3274259567261,10.3231808622678,48.7941555221876,7,6.97059364602679
90,2019-07-20T03:43:40.539512Z,22,0.668494546413422,0.307413649559021,0.200180729230245,0.0794819951057434,550,6.10906313260396,52.7670833865802,16.459862502416,76.5915799419085,11,6.96287090380987
91,2019-07-16T19:31:23.321548Z,24,0.717979919910431,0.308932526906331,0.205932422478994,0.090296204884847,600,6.58168199459712,57.0848755637805,17.7916692932447,82.7813679258029,12,6.89844732715024
92,2019-07-30T11:19:39.532362Z,14,0.615217204888662,0.30814216931661,0.158883730570475,0.0510568698247274,350,3.99693126281103,33.3227739810944,10.394662129879,48.8476673483849,7,6.97823819262641
93,2019-07-28T20:51:43.174881Z,10,0.579837512969971,0.302370421091716,0.149243839581807,0.036953596274058,250,2.99716678857803,23.9443686366081,7.34119107723236,35.3511318723361,5,7.07022637446721
94,2019-07-16T02:57:37.357437Z,16,0.628318421045939,0.301512352625529,0.158058047294617,0.0610978722572327,400,4.46586323976517,38.017589700222,12.308303908507,55.9407435417175,8,6.99259294271469
95,2019-07-27T04:46:14.978108Z,14,0.6001171986262,0.303160810470581,0.157396292686462,0.0512052575747172,350,4.03848908742269,33.3175597747167,10.3363446434339,48.8042730649312,7,6.97203900927589
96,2019-07-03T15:34:15.707848Z,26,0.705125252405802,0.293575306733449,0.206162118911743,0.0924464265505473,650,7.19475460449855,62.0683340311051,19.4583457152049,90.01874345541,13,6.92451872733923
97,2019-07-26T16:03:25.598256Z,16,0.638835668563843,0.302470552921295,0.158609696229299,0.058160388469696,400,4.5349974155426,38.2061168591182,11.8652462204297,55.7644368012746,8,6.97055460015933
98,2019-07-28T04:50:38.697401Z,24,0.687714862823486,0.311226308345795,0.205469616254171,0.0904270688692729,600,6.58160498539607,57.6902438600858,18.1353927652041,83.7020794669787,12,6.97517328891489
99,2019-07-10T21:48:50.801736Z,32,0.761433108647664,0.307180384794871,0.231674647331238,0.112593563397725,800,8.7238294561704,76.2424098769824,24.7926643212636,111.171785358588,16,6.94823658491174
100,2019-06-26T16:37:00.276408Z,6,0.510316932201386,0.274515040715536,0.147298498948415,0.0240742603937785,150,1.89736165603002,14.2782204031944,4.52739094893138,21.6591777404149,3,7.21972591347165
101,2019-08-03T18:34:31.826324Z,16,0.642843528588613,0.310990520318349,0.159647790590922,0.0603881200154622,400,4.52955039739609,38.1053221980731,11.9772663871447,55.7860089421272,8,6.9732511177659
102,2019-07-21T01:58:50.920099Z,12,0.592024985949198,0.300426916281382,0.157269171873728,0.0431576331456502,300,3.45143214066823,28.7273271242778,8.96567645072937,42.2373144229253,6,7.03955240382089
103,2019-07-10T08:40:51.058457Z,12,0.586026366551717,0.293455763657888,0.149170287450155,0.0456257025400798,300,3.45045916239421,28.7750341335932,9.07007135152817,42.3698427677155,6,7.06164046128591
104,2019-07-02T05:03:38.635182Z,16,0.608604570229848,0.286131199200948,0.152779392401377,0.0603214383125305,400,4.49370419979095,38.092055118084,11.9666657567024,55.660261674722,8,6.95753270934026
105,2019-08-02T05:41:36.633624Z,16,0.632901537418366,0.308554708957672,0.158548188209534,0.0609341502189636,400,4.58865652084351,38.0678224484126,12.044551384449,55.8619689385096,8,6.9827461173137
106,2019-07-07T14:38:49.925822Z,18,0.637351047992706,0.297065504391988,0.160915064811707,0.0696533759435018,450,5.03112722635269,42.7468997915586,13.6772761027018,62.620288113753,9,6.957809790417
107,2019-07-06T19:54:12.590291Z,14,0.601958298683167,0.291169850031535,0.158367355664571,0.0545446395874023,350,4.01447081963221,33.4187508583069,10.5317406694094,49.0710024913152,7,7.01014321304503
108,2019-07-21T05:01:32.529315Z,14,0.598588152726491,0.299916116396586,0.158760178089142,0.0534047325452169,350,3.92232368389765,33.3077505747477,10.305643081665,48.6463865200679,7,6.94948378858112
109,2019-07-25T15:26:52.133106Z,16,0.615787573655446,0.306753353277842,0.159966373443604,0.0596531311670939,400,4.56686067978541,38.0583518346151,11.7303195635478,55.4976925094922,8,6.93721156368653
110,2019-07-21T23:43:11.731175Z,18,0.665395498275757,0.307602743307749,0.16118803024292,0.0686161637306213,450,5.03927211761475,42.7972799698512,13.4740253369013,62.5133798599243,9,6.94593109554715
111,2019-07-20T17:25:47.023755Z,30,0.736567608515422,0.31112181742986,0.216921253999074,0.113061197598775,750,8.12697460651398,72.656642528375,22.6090778628985,104.770366875331,15,6.98469112502204
112,2019-07-03T19:02:51.850174Z,14,0.60735197464625,0.286875398953756,0.158016884326935,0.0522894938786825,350,3.95821026563644,33.4392589489619,10.5698061307271,49.0718090971311,7,7.0102584424473
113,2019-06-26T16:58:39.830163Z,12,0.565191586812337,0.278426090876261,0.149574363231659,0.0439780672391256,300,3.47606604894002,28.5501590649287,8.81001249154409,41.8734077135722,6,6.97890128559536
114,2019-07-24T15:03:06.479113Z,20,0.655583377679189,0.305588606993357,0.166945417722066,0.0740252614021301,500,5.5892170548439,47.6365937272708,14.9938289999962,69.4217824459076,10,6.94217824459076
115,2019-07-22T05:24:24.945485Z,28,0.737008519967397,0.311585481961568,0.221778690814972,0.106761312484741,700,7.59726540247599,67.9267043670019,20.9277629653613,97.8288667400678,14,6.98777619571913
116,2019-07-09T20:35:07.057267Z,16,0.617521111170451,0.295988802115122,0.15830739736557,0.0641327699025472,400,4.50160983800888,38.0749874075254,12.7043497920036,56.4168971180916,8,7.05211213976145
117,2019-07-24T13:40:24.738271Z,24,0.6907439549764,0.303879380226135,0.205014741420746,0.101865156491598,600,6.49243266582489,57.1355608701706,17.7659398794174,82.6954366485278,12,6.89128638737731
118,2019-08-03T23:54:53.984518Z,32,0.758253173033396,0.31911689043045,0.231682646274567,0.119721118609111,800,8.70745757818222,77.5352269132932,24.2641494075457,111.935607727369,16,6.99597548296054
119,2019-07-08T02:27:43.977477Z,4,0.511974052588145,0.286533037821452,0.138410739103953,0.0167441447575887,100,1.35556778510412,9.54947937726974,2.96494549512863,14.8236546317736,2,7.41182731588682
121,2019-07-27T15:46:56.253907Z,14,0.612454883257548,0.303418107827505,0.158544345696767,0.0534341057141622,350,3.98678055206935,33.3382476806641,10.5235425273577,48.9764222025871,7,6.99663174322673
123,2019-07-11T00:08:38.016934Z,28,0.736208919684092,0.30270870923996,0.214372666676839,0.101945086320241,700,7.52062985897064,66.5770565072696,21.2434653957685,96.6963871439298,14,6.90688479599499
124,2019-07-29T06:13:06.419556Z,22,0.690456398328145,0.308420582612356,0.204310794671377,0.0838719487190247,550,6.05465934276581,53.2002749562264,16.5091017285983,77.0510957519213,11,7.00464506835649
125,2019-07-06T11:11:12.052772Z,16,0.614021019140879,0.293316964308421,0.159380626678467,0.0602110068003337,400,4.54267646471659,38.0982722242673,12.4230626821518,56.1909409880638,8,7.02386762350798
126,2019-06-29T05:51:50.719461Z,22,0.641418035825094,0.289756747086843,0.197622227668762,0.0881141225496928,550,5.9885381102562,54.0369006792704,16.6365330855052,77.8788830081622,11,7.07989845528747
127,2019-07-09T01:32:15.419721Z,16,0.624308351675669,0.297447923819224,0.158740866184235,0.0601938247680664,400,4.53815701007843,38.0773703853289,11.8860513965289,55.6422697583834,8,6.95528371979793
128,2019-07-16T15:36:02.434220Z,10,0.578708342711131,0.297975893815359,0.148641165097555,0.0371041973431905,250,2.97259859244029,23.801419488589,7.45329051415126,35.2897381941478,5,7.05794763882955
132,2019-08-02T00:18:52.086486Z,12,0.5972678343455,0.309524377187093,0.149893852074941,0.0467204848925273,300,3.45615954399109,28.5714999993642,8.87208067973455,42.0031467715899,6,7.00052446193165
133,2019-07-18T10:54:10.663939Z,24,0.687632195154826,0.307268440723419,0.204035965601603,0.0900309880574544,600,6.55756296714147,56.9775694727898,17.9591037631035,82.783203792572,12,6.89860031604767
134,2019-07-12T18:22:52.813840Z,6,0.533737067381541,0.291864275932312,0.147976358731588,0.0224568923314412,150,1.90255966981252,14.4710993965467,4.52396827936173,21.8936619400978,3,7.29788731336594
135,2019-07-19T14:40:27.102085Z,12,0.601401182015737,0.299022221565247,0.150146019458771,0.0439549525578817,300,3.52900269826253,28.5495154579481,9.02442843914032,42.1974709709485,6,7.03291182849142
136,2019-07-03T05:05:02.534626Z,24,0.663878615697225,0.292097592353821,0.205271502335866,0.0902976751327515,600,6.67072738409042,57.5082401672999,18.1498356064161,83.5803485433261,12,6.96502904527717
137,2019-07-17T10:34:31.054808Z,8,0.561549135049184,0.295438333352407,0.148989101250966,0.0340853412946065,200,2.42005560795466,19.0434401710828,5.98840748866399,28.4919651786486,4,7.12299129466216
141,2019-07-17T11:03:00.581030Z,22,0.655823024113973,0.306516532103221,0.198455715179443,0.0796860456466675,550,6.07811786731084,52.3568339347839,16.3188954432805,75.9943285624186,11,6.90857532385624
142,2019-07-11T10:49:33.936275Z,14,0.6045818567276,0.29550568262736,0.158280702431997,0.0517077406247457,350,3.95976780653,33.2920955856641,10.564018646876,48.9259580214818,7,6.98942257449741
143,2019-06-27T15:42:29.498316Z,18,0.63424456914266,0.283970463275909,0.16600962082545,0.0667799552281698,450,4.98852229913076,42.7404301365217,13.3176685174306,62.1976255615552,9,6.91084728461725
144,2019-07-28T17:24:54.686971Z,14,0.635154982407888,0.30588143269221,0.150489131609599,0.0535008231798808,350,3.96984587510427,33.3723740259806,10.5348528782527,49.0220991492272,7,7.00315702131816
145,2019-07-29T20:25:29.181050Z,6,0.533372088273366,0.302739191055298,0.150135238965352,0.0239284793535868,150,1.99912975629171,14.3769638697306,4.59405386845271,21.9803224921227,3,7.32677416404088
150,2019-06-28T15:04:02.748381Z,34,0.766369446118673,0.294275307655334,0.323341194788615,0.120674995581309,850,9.25127343734105,81.3893656452497,25.8192429264387,117.964542953173,17,6.93909076195137
151,2019-07-22T15:00:05.981112Z,20,0.677636237939199,0.298312695821126,0.187577517827352,0.0739265918731689,500,6.60643268823624,48.2963607033094,15.2119826515516,71.352229086558,10,7.1352229086558
152,2019-07-03T02:04:48.201734Z,18,0.622448623180389,0.288924181461334,0.16015743414561,0.0657373348871867,450,5.05826965967814,42.7976661523183,13.1704973816872,62.1637007673582,9,6.90707786303979
153,2019-07-11T03:51:06.009096Z,18,0.630815275510152,0.302235925197601,0.167896354198456,0.0686487118403117,450,5.01682300964991,43.3549730420113,13.8105756521225,63.3519679705302,9,7.03910755228113
154,2019-07-09T03:03:07.264852Z,12,0.596094624201457,0.292986615498861,0.150179700056712,0.0439195235570272,300,3.43751721779505,28.5674891750018,9.3945699373881,42.482756793499,6,7.08045946558317
157,2019-07-02T11:34:44.421974Z,12,0.58058146238327,0.284072355429331,0.148847432931264,0.0436132709185282,300,3.448051293691,28.5887309670448,8.8794818520546,41.9733786344528,6,6.99556310574214
158,2019-07-21T18:15:18.240649Z,18,0.650771717230479,0.307951132456462,0.168463083108266,0.0673879663149516,450,5.01897597710292,43.372780529658,13.4479843656222,63.0343147714933,9,7.00381275238814
159,2019-07-30T12:08:30.405486Z,24,0.703853416442871,0.314878984292348,0.208734428882599,0.087954843044281,600,6.621639641126,57.493923830986,18.9703125079473,84.4012976527214,12,7.03344147106012
160,2019-07-14T12:52:52.251298Z,24,0.677461791038513,0.304837294419607,0.205552875995636,0.0902154008547465,600,6.66778653462728,57.0811026652654,17.9683005491893,82.9952571113904,12,6.9162714259492
161,2019-07-05T07:53:57.020401Z,16,0.604184496402741,0.290785817305247,0.159072554111481,0.0634881218274434,400,4.46923444271088,38.0498769203822,12.0695739825567,55.7062163352966,8,6.96327704191208
164,2019-07-04T23:57:50.251500Z,12,0.570764521757762,0.285608907540639,0.1493523756663,0.0436224301656087,300,3.52311656475067,28.5555914680163,8.84661124547323,41.9746675133705,6,6.99577791889509
165,2019-06-26T11:05:20.860573Z,20,0.645228532950083,0.283294852574666,0.169633785883586,0.0718482255935669,500,5.93421638806661,47.5266818006833,15.4136770685514,70.0445806543032,10,7.00445806543032
166,2019-07-02T10:25:23.182399Z,20,0.640790744622548,0.290532243251801,0.168014283974965,0.0727991461753845,500,5.59565978050232,47.6458524545034,14.9402438839277,69.3538925369581,10,6.93538925369581
167,2019-07-24T18:31:18.656127Z,22,0.698777290185293,0.305677644411723,0.195266358057658,0.07842009862264,550,5.9863759358724,52.2837068875631,16.6025654196739,76.1507896343867,11,6.92279905767152
168,2019-08-03T16:29:07.897878Z,20,0.667772253354391,0.315124328931173,0.16492836078008,0.0751731316248576,500,5.57167725960414,47.6490788618724,15.09126983881,69.535024034977,10,6.9535024034977
171,2019-08-03T13:34:03.106670Z,20,0.661748890082041,0.313413135210673,0.165353894233704,0.074738069375356,500,5.58773894309998,47.604575141271,14.9127155423164,69.3202836155892,10,6.93202836155892
172,2019-07-10T20:45:59.661615Z,18,0.647137065728506,0.29909706513087,0.164638141791026,0.0649261474609375,450,5.10201691389084,42.8518289168676,13.7223951180776,62.8520393689474,9,6.98355992988304
173,2019-07-22T02:44:09.379057Z,16,0.634168040752411,0.303527057170868,0.159206775824229,0.0627907474835714,400,4.54497752189636,38.0844899018606,11.8256561557452,55.6148162007332,8,6.95185202509165
174,2019-07-02T08:25:48.781983Z,28,0.720522725582123,0.293902357419332,0.216076489289602,0.102871958414714,700,7.67005468606949,67.9161310633024,20.9952250480652,97.9147843281428,14,6.99391316629591
175,2019-07-13T21:39:51.309118Z,14,0.602416336536408,0.295089769363403,0.157972129185994,0.0527241468429565,350,3.99921543995539,33.5505412578583,10.5499178409576,49.2078769207001,7,7.02969670295715
177,2019-07-26T11:50:20.901709Z,8,0.555449879169464,0.296811787287394,0.148459843794505,0.0294418017069499,200,2.62756522893906,19.0723558942477,5.97264029582342,28.7027247309685,4,7.17568118274212
